date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:22	985/985	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:22%20GMT	http://localhost:8080/robots.txt		(from )
17:37:22	3955/3955	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:22%20GMT	http://localhost:8080/HowFormBuilder/moduleList.view	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/moduleList.html	(from )
17:37:23	521/521	---M--	200	added ('OK')	image/png	etag:W/%22521-1271711588048%22	http://localhost:8080/HowFormBuilder/images/edit.png	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/edit.png	(from )
17:37:24	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:23%20GMT	http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/formList235b.html	(from )
17:37:24	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:24%20GMT	http://localhost:8080/HowFormBuilder//formList.view?moduleId=53450	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/formList7561.html	(from )
17:37:27	9184/9184	U-----	200	untouched ('OK')	text/css	etag:W/%229184-1271711589085%22	http://localhost:8080/HowFormBuilder/styles/styles.css	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/styles/styles.css	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:27	4113/4113	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:23%20GMT	http://localhost:8080/HowFormBuilder//module.edit?id=53450	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/module2ea7.html	(from )
17:37:27	4082/4082	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:22%20GMT	http://localhost:8080/HowFormBuilder//module.edit	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/module.html	(from )
17:37:27	4105/4105	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:23%20GMT	http://localhost:8080/HowFormBuilder//module.edit?id=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/module7b60.html	(from )
17:37:27	1054/1054	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:26%20GMT	http://localhost:8080/HowFormBuilder/images/font_sm.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/font_sm.f.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:27	1051/1051	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:26%20GMT	http://localhost:8080/HowFormBuilder/images/font_m.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/font_m.10.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:27	1054/1054	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:26%20GMT	http://localhost:8080/HowFormBuilder/images/font_lg.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/font_lg.11.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:27	1048/1048	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:26%20GMT	http://localhost:8080/HowFormBuilder/images/print.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/print.12.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:28	1060/1060	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:28%20GMT	http://localhost:8080/HowFormBuilder/images/btn_login.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/btn_login.13.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:28	1045/1045	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:28%20GMT	http://localhost:8080/HowFormBuilder/images/foot.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/foot.14.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:28	1084/1084	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Apr%202010%2021:37:28%20GMT	http://localhost:8080/HowFormBuilder//includes/images/icon_h1.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/includes/images/icon_h1.15.delayed	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:28	299/299	U-----	200	untouched ('OK')	image/gif	etag:W/%22299-1271711588184%22	http://localhost:8080/HowFormBuilder/images/icon_h1.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/icon_h1.gif	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:29	43/43	U-----	200	untouched ('OK')	image/gif	etag:W/%2243-1271711588631%22	http://localhost:8080/HowFormBuilder/images/spacer.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/spacer.gif	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:29	4100/4100	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:29%20GMT	http://localhost:8080/HowFormBuilder//form.edit?moduleId=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/form235b.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:30	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:29%20GMT	http://localhost:8080/HowFormBuilder/formList.view?moduleId=50551&formId=50501&dir=-1	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/formList9868.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:30	4108/4108	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:29%20GMT	http://localhost:8080/HowFormBuilder//form.edit?moduleId=50551&id=	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/form47b5.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:30	10394/10394	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:30%20GMT	http://localhost:8080/HowFormBuilder//questionList.view?formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questionListb73e.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:30	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:30%20GMT	http://localhost:8080/HowFormBuilder/formList.view?moduleId=50551&formId=53500&dir=1	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/formList4c81.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:31	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:30%20GMT	http://localhost:8080/HowFormBuilder/formList.view?moduleId=50551&formId=53500&dir=-1	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/formListe1ea.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:31	3195/3195	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:30%20GMT	http://localhost:8080/HowFormBuilder//questionList.view?formId=53500	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questionListaaca.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:31	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:31%20GMT	http://localhost:8080/HowFormBuilder/formList.view?moduleId=50551&formId=53501&dir=1	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/formList2d8f.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:32	894/894	U-----	200	untouched ('OK')	image/gif	etag:W/%22894-1271711588514%22	http://localhost:8080/HowFormBuilder/images/pb_cabig.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/pb_cabig.gif	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:32	921/921	U-----	200	untouched ('OK')	image/jpeg	etag:W/%22921-1271711587945%22	http://localhost:8080/HowFormBuilder/images/07.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/07.jpg	(from http://localhost:8080/HowFormBuilder/styles/styles.css)
17:37:32	3191/3191	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:31%20GMT	http://localhost:8080/HowFormBuilder//questionList.view?formId=53501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questionList8551.html	(from http://localhost:8080/HowFormBuilder/moduleList.view)
17:37:32	2132/2132	U-----	200	untouched ('OK')	image/jpeg	etag:W/%222132-1271711587943%22	http://localhost:8080/HowFormBuilder/images/01.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/01.jpg	(from http://localhost:8080/HowFormBuilder/styles/styles.css)
17:37:32	11537/11537	U-----	200	untouched ('OK')	image/gif	etag:W/%2211537-1271711588008%22	http://localhost:8080/HowFormBuilder/images/alatabs.gif	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/alatabs.gif	(from http://localhost:8080/HowFormBuilder/styles/styles.css)
17:37:32	27023/27023	U-----	200	untouched ('OK')	image/png	etag:W/%2227023-1271711588012%22	http://localhost:8080/HowFormBuilder/images/banner.png	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/images/banner.png	(from http://localhost:8080/HowFormBuilder/styles/styles.css)
17:37:33	4097/4097	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:32%20GMT	http://localhost:8080/HowFormBuilder//module.edit?moduleId=50551	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/module235b.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:34	4638/4638	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:32%20GMT	http://localhost:8080/HowFormBuilder/formList.view?moduleId=50551&formId=50501&dir=1	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder/formList8a2f.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:34	3739/3739	---M--	200	added ('OK')	image/jpeg	etag:W/%223739-1271711588043%22	http://localhost:8080/HowFormBuilder//images/delete.jpg	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/images/delete.jpg	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:36	5280/5280	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:33%20GMT	http://localhost:8080/HowFormBuilder//content.edit?formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/contentb73e.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:46	124791/124791	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:33%20GMT	http://localhost:8080/HowFormBuilder//question.edit?formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questionb73e.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:52	125243/125243	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:33%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=50600&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/question9a46.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:52	125429/125429	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:35%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=50601&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questionada6.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
17:37:53	124901/124901	---MC-	200	added ('OK')	text/html	date:Mon,%2019%20Apr%202010%2021:37:35%20GMT	http://localhost:8080/HowFormBuilder//question.edit?id=50602&formId=50501	C:/dev/Workspaces/HCIT/FormBuilder/trunk/docs/AppHtml/caCureFormBuilder/localhost_8080/HowFormBuilder_/questiondd35.html	(from http://localhost:8080/HowFormBuilder//formList.view?moduleId=50551)
